"account.id","price.level","no.seats","marketing.source","season","location","set","multiple.tickets"
"001i000000NuQm6","1",2,"","2010-2011","Peninsula","2","no"
"001i000000NuOQZ","4",1,"","2012-2013","Berkeley Sunday","3","no"
"001i000000NuRIU","4",2,"","2011-2012","Berkeley Sunday","2","no"
"001i000000NuRSf","4",3,"","2011-2012","San Francisco","6","no"
"001i000000NuQyV","4",2,"","2010-2011","Berkeley Sunday","3","no"
"001i000000NuRFq","3",2,"","2012-2013","Berkeley Sunday","5","no"
"001i000000NuPKv","3",2,"","2011-2012","Berkeley Sunday","4","no"
"001i000000NuRFm","4",2,"City Box Office newsletter","2013-2014","Berkeley Saturday","2","no"
"001i000000oks25","3",2,"Philharmonia website","2013-2014","Berkeley Saturday","3","no"
"001i000000NuPA2","0",12,"","2010-2011","Family concert","","yes"
"001i000000NuRK8","4",2,"","2011-2012","San Francisco","4","no"
"001i000000NuOdN","1",4,"Philharmonia website","2013-2014","San Francisco","5","no"
"001i000000NuOAs","1",2,"","2010-2011","Peninsula","5","no"
"001i000000NuRKU","1",2,"","2011-2012","Berkeley Sunday","7","no"
"001i000000oks2B","3",2,"","2013-2014","Berkeley Saturday","6","no"
"001i000000NuQyU","0",1,"","2010-2011","Berkeley Saturday","3","no"
"001i000000NuRMC","3",1,"","2012-2013","Berkeley Saturday","2","no"
"001i000000NuQpb","1",1,"KDFC Radio","2013-2014","San Francisco","6","no"
"001i000000NuRHX","4",2,"","2011-2012","Family concert","3","no"
"001i000000NuQYW","3",2,"","2011-2012","Berkeley Saturday","5","no"
"001i000000NuR8c","4",2,"Philharmonia website","2013-2014","Berkeley Sunday","4","no"
"001i000000oks50","1",1,"","2013-2014","Berkeley Saturday","6","no"
"001i000000bUJYF","3",2,"Word of mouth","2013-2014","Berkeley Sunday","6","no"
"001i000000Li94P","3",2,"","2011-2012","Berkeley Sunday","7","no"
"001i000000NuRS1","1",1,"","2012-2013","San Francisco","1","no"
"001i000000NuPNk","4",2,"","2012-2013","Berkeley Sunday","6","no"
"001i000000NuRKl","4",3,"","2011-2012","Berkeley Sunday","6","no"
"001i000000NuRS0","3",1,"","2011-2012","Berkeley Saturday","4","no"
"001i000000NuRKp","4",4,"","2010-2011","Peninsula","6","no"
"001i000000NuRCX","4",2,"","2012-2013","San Francisco","3","no"
"001i000000NuNrp","1",2,"","2010-2011","Berkeley Sunday","7","no"
"001i000000NuRJF","4",1,"","2011-2012","Peninsula","3","no"
"001i000000NuRT2","",1,"","2012-2013","San Francisco","1","no"
"001i000000oks3p","4",2,"Blog post","2013-2014","Berkeley Saturday","1","no"
"001i000000NuQwL","4",2,"","2010-2011","Peninsula","1","no"
"001i000000NuR3Y","1",6,"","2010-2011","Peninsula","5","no"
"001i000000NuRL3","1",2,"","2013-2014","San Francisco","2","no"
"001i000000NuPUb","4",2,"","2013-2014","San Francisco","1","no"
"001i000000NuRTD","",1,"","2012-2013","Berkeley Saturday","1","no"
"001i000000NuRWa","",1,"","2011-2012","San Francisco","7","no"
"001i000000LhybR","4",1,"","2011-2012","Berkeley Sunday","7","no"
"001i000000NuQbZ","2",1,"","2011-2012","Berkeley Sunday","2","no"
"001i000000NuRAQ","2",2,"","2012-2013","San Francisco","3","no"
"001i000000NuRP4","1",1,"","2012-2013","Berkeley Saturday","3","no"
"001i000000NuOYC","4",1,"","2011-2012","Berkeley Sunday","7","no"
"001i000000NuR5Y","4",1,"","2012-2013","Berkeley Saturday","2","no"
"001i000000NuRUZ","",1,"","2012-2013","Berkeley Saturday","6","no"
"001i000000NuRF8","3",2,"Other","2013-2014","Berkeley Saturday","6","no"
"001i000000oks1r","4",1,"Other","2013-2014","San Francisco","5","no"
"001i000000NuRVQ","3",2,"","2011-2012","Peninsula","3","no"
"001i000000NuRRc","2",1,"Philharmonia website","2013-2014","San Francisco","1","no"
"001i000000NuQpH","2",1,"","2012-2013","Berkeley Saturday","2","no"
"001i000000LhyYp","",1,"","2012-2013","Peninsula","2","no"
"001i000000NuQyX","4",1,"","2010-2011","Peninsula","3","no"
"001i000000NuOZW","3",3,"","2013-2014","Peninsula","1","no"
"001i000000NuOCw","4",4,"","2011-2012","Berkeley Sunday","2","no"
"001i000000Lhych","1",1,"","2010-2011","Berkeley Saturday","1","no"
"001i000000NuR9M","4",1,"","2012-2013","San Francisco","6","no"
"001i000000NuREL","2",1,"","2012-2013","Peninsula","3","no"
"001i000000Lhydo","4",1,"","2012-2013","San Francisco","5","no"
"001i000000NuPEV","3",2,"","2012-2013","Berkeley Sunday","1","no"
"001i000000LhyVl","0",1,"","2010-2011","San Francisco","8","no"
"001i000000Lhydi","",2,"","2011-2012","San Francisco","7","no"
"001i000000NuRCR","1",2,"","2012-2013","Berkeley Saturday","2","no"
"001i000000Lhyao","1",2,"","2012-2013","Berkeley Saturday","6","no"
"001i000000NuRU1","",2,"","2012-2013","Berkeley Sunday","2","no"
"001i000000NuQdC","4",2,"","2011-2012","Berkeley Sunday","7","no"
"001i000000NuRLx","2",1,"","2012-2013","San Francisco","5","no"
"001i000000NuRX4","",2,"","2012-2013","Berkeley Sunday","3","no"
"001i000000oks3S","4",1,"Word of mouth","2013-2014","Berkeley Saturday","3","no"
"001i000000NuNrT","2",2,"","2012-2013","San Francisco","2","no"
"001i000000NuRVt","4",2,"","2011-2012","Berkeley Sunday","6","no"
"001i000000NuQa2","1",2,"","2010-2011","Peninsula","1","no"
"001i000000NuQxA","2",2,"","2010-2011","San Francisco","4","no"
"001i000000NuRDk","4",2,"","2012-2013","San Francisco","3","no"
"001i000000NuRWz","",2,"","2012-2013","San Francisco","1","no"
"001i000000oks2O","3",3,"Postcard or brochure","2013-2014","Berkeley Saturday","4","no"
"001i000000NuRMg","3",2,"","2010-2011","San Francisco","7","no"
"001i000000NuPz8","3",3,"","2010-2011","Berkeley Saturday","3","no"
"001i000000NuOR9","3",2,"","2012-2013","San Francisco","6","no"
"001i000000NuQ1g","4",1,"","2011-2012","San Francisco","6","no"
"001i000000NuR2E","4",1,"","2010-2011","San Francisco","5","no"
"001i000000NuRLe","4",1,"","2011-2012","San Francisco","7","no"
"001i000000NuRWy","",2,"","2012-2013","Peninsula","1","no"
"001i000000oks57","1",2,"","2013-2014","Berkeley Saturday","6","no"
"001i000000NuR3b","3",2,"","2013-2014","Peninsula","2","no"
"001i000000NuRFO","4",2,"","2012-2013","Berkeley Sunday","5","no"
"001i000000LhySy","1",2,"Word of mouth","2013-2014","Berkeley Saturday","4","no"
"001i000000oks1m","4",1,"Other","2013-2014","San Francisco","1","no"
"001i000000LhyVl","0",1,"","2010-2011","San Francisco","6","no"
"001i000000NuRRD","4",3,"","2011-2012","Berkeley Sunday","6","no"
"001i000000LhyXQ","3",1,"","2011-2012","Berkeley Saturday","2","no"
"001i000000NuQTw","4",2,"Postcard or brochure","2013-2014","Peninsula","2","no"
"001i000000NuRIj","3",3,"","2011-2012","Berkeley Sunday","6","no"
"001i000000NuROU","4",2,"","2011-2012","Berkeley Saturday","7","no"
"001i000000NuRSn","2",2,"","2012-2013","San Francisco","5","no"
"001i000000NuRIE","Youth",6,"","2011-2012","Family concert","3","yes"
"001i000000NuRKm","2",3,"","2011-2012","Berkeley Saturday","6","no"
"001i000000NuRHl","2",2,"","2011-2012","Berkeley Saturday","4","no"
"001i000000NuRAk","1",1,"","2012-2013","Peninsula","6","no"
"001i000000NuQ9E","1",2,"","2012-2013","Peninsula","2","no"
"001i000000NuQyM","4",2,"","2010-2011","San Francisco","3","no"
"001i000000NuQnl","4",2,"","2011-2012","Family concert","3","no"
"001i000000NuQwa","4",1,"News story or review","2013-2014","San Francisco","1","no"
"001i000000NuRAa","2",1,"","2012-2013","Berkeley Saturday","1","no"
"001i000000Lhybd","3",1,"","2012-2013","Berkeley Sunday","6","no"
"001i000000NuPLn","2",6,"","2013-2014","San Francisco","4","no"
"001i000000LhyW5","1",2,"","2010-2011","San Francisco","8","no"
"001i000000NuRWC","2",2,"","2011-2012","San Francisco","5","no"
"001i000000NuQgu","3",2,"","2012-2013","Berkeley Saturday","2","no"
"001i000000NuQ1e","4",1,"","2012-2013","San Francisco","1","no"
"001i000000NuOrh","4",2,"","2011-2012","Berkeley Sunday","4","no"
"001i000000LhyWJ","2",2,"","2012-2013","San Francisco","1","no"
"001i000000NuNsT","4",2,"Other","2013-2014","Berkeley Sunday","6","no"
"001i000000NuOQJ","3",4,"Postcard or brochure","2013-2014","San Francisco","1","no"
"001i000000NuQnI","2",1,"","2010-2011","Berkeley Saturday","5","no"
"001i000000NuQhF","4",1,"","2011-2012","San Francisco","7","no"
"001i000000NuR1n","4",1,"","2012-2013","San Francisco","1","no"
"001i000000NuRTS","",2,"","2012-2013","Peninsula","2","no"
"001i000000NuRFu","1",2,"","2011-2012","Berkeley Saturday","2","no"
"001i000000NuRFd","1",2,"","2012-2013","Berkeley Saturday","4","no"
"001i000000NuRGB","4",2,"","2012-2013","Berkeley Saturday","5","no"
"001i000000NuR5Y","4",1,"","2011-2012","Berkeley Saturday","5","no"
"001i000000NuOkT","3",2,"","2012-2013","Berkeley Saturday","1","no"
"001i000000LhyTL","",2,"","2012-2013","Peninsula","6","no"
"001i000000NuRKj","4",2,"","2011-2012","Berkeley Saturday","5","no"
"001i000000NuOPj","2",2,"","2012-2013","San Francisco","6","no"
"001i000000LhyY6","4",2,"","2012-2013","Berkeley Sunday","4","no"
"001i000000NuRW6","0",2,"","2011-2012","San Francisco","2","no"
"001i000000q7wAr","4",2,"","2013-2014","San Francisco","1","no"
"001i000000oks3c","4",2,"City Box Office special offer email","2013-2014","Berkeley Saturday","2","no"
"001i000000NuQaP","2",2,"","2012-2013","Peninsula","2","no"
"001i000000NuRHC","0",2,"","2011-2012","Berkeley Sunday","2","no"
"001i000000NuPw7","4",1,"Postcard or brochure","2013-2014","San Francisco","1","no"
"001i000000NuQN4","2",14,"","2011-2012","Berkeley Sunday","6","yes"
"001i000000NuRVP","4",8,"","2011-2012","Peninsula","2","yes"
"001i000000NuQrA","1",1,"","2012-2013","San Francisco","2","no"
"001i000000NuRRp","4",1,"","2012-2013","Berkeley Saturday","2","no"
"001i000000NuRCW","4",3,"","2012-2013","San Francisco","2","no"
"001i000000NuRUT","",2,"","2012-2013","San Francisco","3","no"
"001i000000NuRLB","4",3,"","2011-2012","San Francisco","6","no"
"001i000000NuQQy","1",1,"","2012-2013","Berkeley Saturday","4","no"
"001i000000NuRUm","3",34,"","2012-2013","San Francisco","5","yes"
"001i000000NuRMD","4",2,"","2012-2013","San Francisco","3","no"
"001i000000oks24","3",1,"","2013-2014","Berkeley Sunday","6","no"
"001i000000NuNXT","4",2,"","2011-2012","Berkeley Saturday","4","no"
"001i000000NuQx9","1",2,"","2010-2011","San Francisco","2","no"
"001i000000oks2x","3",2,"Philharmonia website","2013-2014","Berkeley Sunday","6","no"
"001i000000NuNpi","2",4,"","2013-2014","San Francisco","1","no"
"001i000000NuPnl","2",2,"Word of mouth","2013-2014","Peninsula","2","no"
"001i000000oks1s","4",2,"KDFC Radio","2013-2014","San Francisco","1","no"
"001i000000NuR0T","2",3,"","2010-2011","San Francisco","4","no"
"001i000000NuPtV","4",1,"","2012-2013","Berkeley Sunday","5","no"
"001i000000NuRLy","2",1,"","2012-2013","Peninsula","2","no"
"001i000000NuP5W","4",1,"Philharmonia website","2013-2014","San Francisco","4","no"
"001i000000NuPDM","4",2,"Postcard or brochure","2013-2014","Berkeley Sunday","1","no"
"001i000000NuRE6","1",1,"","2012-2013","San Francisco","3","no"
"001i000000NuRVh","1",2,"","2011-2012","Berkeley Sunday","4","no"
"001i000000NuRSP","",1,"","2011-2012","Berkeley Sunday","7","no"
"001i000000NuQti","4",1,"","2011-2012","Peninsula","3","no"
"001i000000NuR2W","2",2,"","2012-2013","Berkeley Sunday","6","no"
"001i000000LhyYQ","4",1,"","2012-2013","Peninsula","3","no"
"001i000000NuRLX","4",2,"","2011-2012","Peninsula","7","no"
"001i000000oks1k","4",2,"Other","2013-2014","San Francisco","4","no"
"001i000000NuPT0","2",2,"","2012-2013","Peninsula","1","no"
"001i000000NuNnj","1",1,"","2012-2013","Peninsula","1","no"
"001i000000NuRBS","3",2,"","2012-2013","Berkeley Saturday","2","no"
"001i000000NuOP2","1",1,"","2012-2013","San Francisco","6","no"
"001i000000oks2A","1",1,"Word of mouth","2013-2014","Berkeley Saturday","6","no"
"001i000000NuQth","4",2,"","2012-2013","Peninsula","2","no"
"001i000000NuRGH","3",2,"Philharmonia website","2013-2014","Berkeley Saturday","5","no"
"001i000000q7wB4","4",1,"","2013-2014","Berkeley Saturday","2","no"
"001i000000NuRLm","2",1,"","2011-2012","San Francisco","7","no"
"001i000000NuRAk","1",1,"","2011-2012","Peninsula","7","no"
"001i000000oks3H","3",2,"City Box Office newsletter","2013-2014","Berkeley Saturday","6","no"
"001i000000LhyS0","",8,"","2012-2013","Peninsula","2","yes"
"001i000000q7wAh","2",2,"","2013-2014","San Francisco","1","no"
"001i000000NuREa","4",4,"","2012-2013","Berkeley Saturday","3","no"
"001i000000oks1y","3",2,"","2013-2014","Berkeley Saturday","6","no"
"001i000000oks1q","4",2,"Other","2013-2014","San Francisco","4","no"
"001i000000LhyXh","3",2,"","2011-2012","Berkeley Saturday","7","yes"
"001i000000NuRT5","",6,"","2012-2013","San Francisco","1","no"
"001i000000NuR2L","2",1,"","2011-2012","Peninsula","7","no"
"001i000000NuNr3","4",1,"","2012-2013","Berkeley Sunday","1","no"
"001i000000NuRI7","4",1,"","2011-2012","Peninsula","3","no"
"001i000000NuRQh","4",1,"","2012-2013","San Francisco","6","no"
"001i000000NuRT0","",3,"","2012-2013","San Francisco","1","no"
"001i000000NuRMP","1",2,"","2011-2012","Berkeley Saturday","7","no"
"001i000000NuNhc","4",2,"Other","2013-2014","Berkeley Sunday","1","no"
"001i000000LhyZa","3",1,"","2010-2011","Berkeley Saturday","6","no"
"001i000000NuRGF","4",2,"","2012-2013","Berkeley Sunday","5","no"
"001i000000NuRI6","3",2,"","2011-2012","","3","no"
"001i000000NuRTs","",2,"","2012-2013","Berkeley Saturday","2","no"
"001i000000NuRFH","2",2,"","2012-2013","San Francisco","4","no"
"001i000000NuQBa","3",2,"","2012-2013","Berkeley Saturday","3","no"
"001i000000NuRVI","2",1,"","2012-2013","San Francisco","5","no"
"001i000000NuRyb","2",2,"Postcard or brochure","2013-2014","Berkeley Sunday","1","no"
"001i000000NuREm","4",2,"","2011-2012","Berkeley Sunday","5","no"
"001i000000NuQVb","3",2,"","2010-2011","Peninsula","4","no"
"001i000000NuOl6","4",2,"","2011-2012","Berkeley Saturday","7","no"
"001i000000LhyYM","3",1,"","2011-2012","Berkeley Sunday","7","no"
"001i000000NuQfk","1",2,"Philharmonia website","2013-2014","San Francisco","1","no"
"001i000000NuPab","2",1,"","2012-2013","Berkeley Sunday","5","no"
"001i000000NuRIt","4",1,"","2011-2012","Peninsula","4","no"
"001i000000Li94O","3",1,"Philharmonia website","2013-2014","Berkeley Saturday","6","no"
"001i000000NuRIG","4",2,"","2011-2012","Berkeley Saturday","2","no"
"001i000000NuRMi","3",1,"","2012-2013","San Francisco","6","no"
"001i000000Li96X","1",1,"","2012-2013","Peninsula","6","no"
"001i000000NuRDZ","4",3,"","2012-2013","Berkeley Saturday","5","no"
"001i000000NuRCg","4",1,"","2012-2013","San Francisco","2","no"
"001i000000q7wAe","1",2,"","2013-2014","Peninsula","1","no"
"001i000000NuRWe","",2,"","2011-2012","Berkeley Sunday","7","no"
"001i000000NuRPW","4",2,"","2011-2012","Berkeley Saturday","5","no"
"001i000000NuP7I","2",2,"","2010-2011","San Francisco","3","no"
"001i000000NuNgO","3",2,"Philharmonia website","2013-2014","Berkeley Saturday","1","no"
"001i000000NuRU9","",2,"","2012-2013","Peninsula","3","no"
"001i000000NuRJI","2",1,"Word of mouth","2013-2014","Berkeley Saturday","6","no"
"001i000000oks2E","3",2,"Facebook or Twitter","2013-2014","Berkeley Sunday","1","no"
"001i000000NuOP0","4",1,"","2011-2012","San Francisco","5","no"
"001i000000NuQS7","1",2,"","2012-2013","Berkeley Sunday","3","no"
"001i000000NuPZw","3",2,"Philharmonia website","2013-2014","Peninsula","1","no"
"001i000000NuQ7k","4",2,"","2011-2012","","3","no"
"001i000000NuR3d","4",1,"","2010-2011","San Francisco","5","no"
"001i000000NuRSE","3",1,"","2011-2012","Berkeley Sunday","4","no"
"001i000000NuRIc","4",2,"","2011-2012","Berkeley Sunday","4","no"
"001i000000dW8E6","4",2,"Philharmonia website","2013-2014","Berkeley Saturday","4","no"
"001i000000NuRKS","3",1,"","2011-2012","Berkeley Sunday","6","no"
"001i000000NuRBj","4",1,"","2011-2012","San Francisco","6","no"
"001i000000oks48","3",2,"Other radio","2013-2014","San Francisco","1","no"
"001i000000NuQkq","3",2,"","2011-2012","","5","no"
"001i000000NuRWs","4",2,"","2011-2012","Berkeley Saturday","4","no"
"001i000000NuR1b","2",2,"","2010-2011","San Francisco","5","no"
"001i000000NuRVP","2",2,"","2011-2012","Peninsula","4","no"
"001i000000NuOYC","4",1,"","2012-2013","Berkeley Sunday","6","no"
"001i000000NuRTz","",3,"","2012-2013","Berkeley Sunday","2","no"
"001i000000NuRNR","2",2,"","2011-2012","San Francisco","7","no"
"001i000000oks2X","3",1,"KDFC Radio","2013-2014","Berkeley Saturday","1","no"
"001i000000NuPIF","3",6,"","2010-2011","San Francisco","5","yes"
"001i000000NuRJ2","4",2,"","2011-2012","Berkeley Sunday","4","no"
"001i000000NuR4e","4",4,"","2010-2011","San Francisco","7","no"
"001i000000NuRL5","4",4,"","2011-2012","Berkeley Saturday","6","no"
"001i000000NuR95","1",1,"","2011-2012","San Francisco","2","no"
"001i000000Lhydj","2",2,"","2010-2011","San Francisco","5","no"
"001i000000NuQO5","4",1,"Other","2013-2014","Berkeley Sunday","6","no"
"001i000000NuPxQ","4",1,"","2012-2013","San Francisco","1","no"
"001i000000NuRTP","",2,"","2012-2013","Peninsula","2","no"
"001i000000oks3R","4",1,"Other","2013-2014","Berkeley Saturday","1","no"
"001i000000NuRML","2",2,"","2012-2013","Peninsula","2","no"
"001i000000NuRV8","",1,"","2011-2012","San Francisco","7","no"
"001i000000NuRHi","4",1,"","2011-2012","San Francisco","4","no"
"001i000000NuRAk","1",1,"","2011-2012","Peninsula","2","no"
"001i000000NuQhs","4",2,"Postcard or brochure","2013-2014","San Francisco","1","no"
"001i000000NuPUl","2",2,"","2010-2011","Berkeley Sunday","2","no"
"001i000000NuRFN","4",1,"","2011-2012","Berkeley Sunday","4","no"
"001i000000NuQwP","1",2,"","2010-2011","Peninsula","1","no"
"001i000000NuO54","2",2,"","2011-2012","San Francisco","5","no"
"001i000000NuRK3","3",2,"","2011-2012","Berkeley Sunday","4","no"
"001i000000NuQLZ","3",4,"","2011-2012","Berkeley Saturday","3","yes"
"001i000000NuOno","3",2,"","2011-2012","Berkeley Saturday","7","no"
"001i000000NuNjO","",4,"","2012-2013","San Francisco","4","no"
"001i000000NuPGf","3",2,"","2012-2013","San Francisco","3","no"
"001i000000NuRD1","1",1,"KDFC Radio","2013-2014","San Francisco","4","no"
"001i000000NuPAh","1",2,"","2011-2012","Berkeley Saturday","4","no"
"001i000000NuQnI","2",1,"","2010-2011","Berkeley Saturday","6","no"
"001i000000NuRR8","2",4,"","2012-2013","San Francisco","3","yes"
"001i000000NuRIJ","4",2,"","2011-2012","Peninsula","2","no"
"001i000000NuPpz","2",2,"","2013-2014","San Francisco","1","no"
"001i000000NuR6w","4",1,"","2011-2012","Berkeley Sunday","5","no"
"001i000000NuRRs","2",2,"","2011-2012","Berkeley Sunday","7","no"
"001i000000NuRV8","",1,"","2012-2013","Berkeley Sunday","6","no"
"001i000000NuOVs","2",2,"Philharmonia website","2013-2014","San Francisco","3","no"
"001i000000NuRM1","2",1,"","2011-2012","","3","no"
"001i000000NuRHv","2",1,"City Box Office special offer email","2013-2014","Berkeley Saturday","6","no"
"001i000000oks47","3",2,"Word of mouth","2013-2014","San Francisco","5","no"
"001i000000NuROX","3",2,"","2012-2013","San Francisco","4","no"
"001i000000NuRSz","",1,"","2012-2013","Peninsula","1","no"
"001i000000NuQna","3",1,"City Box Office special offer email","2013-2014","Berkeley Saturday","2","no"
"001i000000NuOlw","3",2,"","2010-2011","Berkeley Saturday","1","no"
"001i000000oks27","1",6,"Word of mouth","2013-2014","Berkeley Saturday","2","yes"
"001i000000NuRBZ","2",2,"","2012-2013","Berkeley Sunday","2","no"
"001i000000oks3g","4",2,"News story or review","2013-2014","Berkeley Saturday","4","no"
"001i000000NuNwC","1",2,"","2011-2012","Berkeley Saturday","7","no"
"001i000000NuQnl","4",2,"Philharmonia website","2013-2014","Berkeley Saturday","5","no"
"001i000000NuRJe","4",2,"","2011-2012","San Francisco","4","no"
"001i000000NuQ9x","3",2,"Other","2013-2014","Berkeley Saturday","5","no"
"001i000000q7wAl","3",2,"","2013-2014","Berkeley Sunday","1","no"
"001i000000oks28","1",3,"Other print","2013-2014","Berkeley Sunday","1","no"
"001i000000NuRS5","2",2,"","2011-2012","San Francisco","4","no"
"001i000000oks3D","4",1,"Other","2013-2014","Berkeley Saturday","3","no"
"001i000000NuRIq","4",1,"Postcard or brochure","2013-2014","Berkeley Sunday","6","no"
"001i000000NuP50","4",2,"","2011-2012","Berkeley Sunday","4","no"
"001i000000NuQo8","2",2,"","2012-2013","Berkeley Saturday","6","no"
"001i000000NuPIF","2",4,"","2012-2013","San Francisco","1","no"
"001i000000NuRLz","4",1,"","2012-2013","San Francisco","6","no"
"001i000000NuRAk","1",1,"","2012-2013","Peninsula","1","no"
"001i000000NuRAz","4",1,"","2012-2013","San Francisco","1","no"
"001i000000NuRN5","3",2,"","2012-2013","Berkeley Saturday","3","no"
"001i000000NuQ1g","4",1,"","2011-2012","Berkeley Sunday","5","no"
"001i000000NuPqw","2",2,"","2012-2013","Berkeley Sunday","2","no"
"001i000000NuNWa","1",2,"","2012-2013","Berkeley Sunday","1","no"
"001i000000NuRW9","4",2,"","2011-2012","Berkeley Saturday","4","no"
"001i000000NuRHv","2",8,"","2011-2012","Berkeley Saturday","2","yes"
"001i000000NuQyT","0",1,"","2010-2011","Berkeley Saturday","3","no"
"001i000000LhySD","1",2,"","2010-2011","Berkeley Saturday","2","no"
"001i000000LhyZr","1",1,"","2012-2013","Berkeley Saturday","6","no"
"001i000000NuPAh","2",2,"","2011-2012","Berkeley Saturday","6","no"
"001i000000NuOnI","1",1,"","2012-2013","Peninsula","1","no"
"001i000000NuRM8","",6,"","2012-2013","San Francisco","6","yes"
"001i000000NuP1e","4",2,"","2010-2011","San Francisco","3","no"
"001i000000NuNUg","4",2,"Blog post","2013-2014","Berkeley Saturday","6","no"
"001i000000NuQKS","4",2,"","2012-2013","Berkeley Saturday","3","no"
"001i000000NuRNm","Adult",10,"","2012-2013","Family concert","5","yes"
"001i000000NuS7v","1",4,"Other","2013-2014","Berkeley Saturday","6","no"
"001i000000NuQ7k","4",1,"","2010-2011","San Francisco","8","no"
"001i000000NuRUv","4",1,"","2010-2011","Berkeley Saturday","5","no"
"001i000000NuRMu","4",1,"","2012-2013","Berkeley Sunday","2","no"
"001i000000NuR5Y","4",1,"","2012-2013","Berkeley Sunday","4","no"
"001i000000NuRCV","1",4,"","2012-2013","Berkeley Saturday","3","no"
"001i000000NuRJj","4",1,"","2011-2012","Berkeley Saturday","4","no"
"001i000000Lhyam","4",2,"","2011-2012","San Francisco","6","no"
"001i000000NuNqh","4",2,"","2010-2011","","","no"
"001i000000NuRO4","3",1,"","2011-2012","Berkeley Sunday","3","no"
"001i000000NuNky","1",2,"","2011-2012","Peninsula","3","no"
"001i000000oks1o","4",1,"Other","2013-2014","San Francisco","5","no"
"001i000000NuRRS","4",2,"","2012-2013","Berkeley Sunday","2","no"
"001i000000NuRTp","",2,"","2012-2013","Berkeley Saturday","2","no"
"001i000000NuQdm","",2,"","2012-2013","Berkeley Saturday","1","no"
"001i000000NuPnm","3",2,"","2012-2013","Berkeley Sunday","4","no"
"001i000000NuOS5","1",1,"","2010-2011","Berkeley Saturday","5","no"
"001i000000NuRUv","4",1,"","2010-2011","","","no"
"001i000000NuRTZ","",1,"","2012-2013","San Francisco","2","no"
"001i000000NuQvg","1",2,"","2010-2011","Peninsula","3","no"
"001i000000NuR5F","3",2,"","2010-2011","Berkeley Sunday","8","no"
"001i000000NuOgN","2",2,"","2013-2014","San Francisco","1","no"
"001i000000oks4b","3",1,"Postcard or brochure","2013-2014","San Francisco","3","no"
"001i000000NuQSj","4",2,"","2012-2013","Berkeley Saturday","2","no"
"001i000000NuNaX","1",2,"","2010-2011","Peninsula","5","no"
"001i000000NuR2J","4",2,"","2010-2011","Berkeley Sunday","5","no"
"001i000000NuOVW","4",1,"","2012-2013","San Francisco","5","no"
"001i000000NuROc","2",1,"","2012-2013","San Francisco","2","no"
"001i000000NuP3o","2",1,"Postcard or brochure","2013-2014","San Francisco","4","no"
"001i000000oks1d","4",2,"News story or review","2013-2014","San Francisco","4","no"
"001i000000NuREm","4",2,"","2011-2012","Berkeley Saturday","7","no"
"001i000000NuNr3","4",2,"","2011-2012","Berkeley Saturday","4","no"
"001i000000NuRFX","4",1,"","2012-2013","San Francisco","4","no"
"001i000000oks3w","4",1,"Word of mouth","2013-2014","Berkeley Sunday","1","no"
"001i000000NuR4F","4",4,"","2010-2011","San Francisco","7","no"
"001i000000NuRMh","4",2,"","2012-2013","Berkeley Saturday","5","no"
"001i000000NuNnv","4",1,"","2012-2013","San Francisco","6","no"
"001i000000NuRFp","4",2,"Postcard or brochure","2013-2014","Berkeley Sunday","5","no"
"001i000000NuRGI","1",1,"","2012-2013","San Francisco","5","no"
"001i000000NuR3H","1",2,"","2012-2013","Peninsula","1","no"
"001i000000NuQ1w","2",2,"","2011-2012","San Francisco","2","no"
"001i000000NuRBw","1",1,"","2012-2013","Berkeley Saturday","3","no"
"001i000000NuRUg","",1,"","2012-2013","Berkeley Saturday","5","no"
"001i000000NuNjO","",4,"","2012-2013","San Francisco","5","no"
"001i000000NuRJq","4",1,"","2011-2012","San Francisco","4","no"
"001i000000NuRWv","4",2,"","2012-2013","Berkeley Saturday","6","no"
"001i000000NuRUQ","",2,"","2012-2013","Peninsula","3","no"
"001i000000NuR6w","4",1,"","2012-2013","Berkeley Sunday","1","no"
"001i000000NuR3M","1",2,"","2010-2011","San Francisco","8","no"
"001i000000NuRBa","4",2,"","2012-2013","Peninsula","3","no"
"001i000000NuRKH","4",2,"","2011-2012","Peninsula","4","no"
"001i000000NuRwl","4",1,"KDFC Radio","2013-2014","Berkeley Sunday","1","no"
"001i000000NuNht","2",1,"","2010-2011","San Francisco","8","no"
"001i000000NuRTY","",1,"","2012-2013","San Francisco","2","no"
"001i000000NuRFJ","4",1,"","2012-2013","San Francisco","5","no"
"001i000000NuRLg","2",2,"","2011-2012","Peninsula","7","no"
"001i000000NuOmo","4",1,"","2010-2011","Berkeley Sunday","1","no"
"001i000000NuOP0","1",2,"","2013-2014","San Francisco","3","no"
"001i000000LhyTn","1",1,"","2011-2012","Peninsula","7","no"
"001i000000q7wAj","3",1,"","2013-2014","San Francisco","1","no"
"001i000000oks2i","2",2,"San Francisco Chronicle","2013-2014","Berkeley Sunday","1","no"
"001i000000NuRUl","",1,"","2012-2013","San Francisco","5","no"
"001i000000NuRVW","3",1,"","2011-2012","Berkeley Sunday","2","no"
"001i000000NuRVP","4",2,"","2011-2012","Peninsula","6","no"
"001i000000NuRQ4","1",2,"","2012-2013","San Francisco","3","no"
"001i000000NuP52","",3,"","2012-2013","Berkeley Sunday","2","no"
"001i000000Lhydx","",1,"","2012-2013","Berkeley Sunday","6","no"
"001i000000oks2V","1",2,"Other","2013-2014","Berkeley Saturday","6","no"
