"account.id","shipping.zip.code","billing.zip.code","shipping.city","billing.city","relationship","amount.donated.2013","amount.donated.lifetime","no.donations.lifetime","first.donated"
"001i000000NuS9U","","","","","",0,0,0,""
"001i000000NuS9V","","","","","",0,0,0,""
"001i000000NuS9Y","","","","","",0,0,0,""
"001i000000NuS9a","","","","","",0,0,0,""
"001i000000NuS9b","","","","","",0,0,0,""
"001i000000NuS9d","","","","","",0,0,0,""
"001i000000NuS9e","","","","","",0,0,0,""
"001i000000NuS9f","","","","","",0,0,0,""
"001i000000NuS9m","","","","","",0,0,0,""
"001i000000NuS9q","","","","","",0,0,0,""
"001i000000NuS9t","","","","","",0,0,0,""
"001i000000NuS9v","","","","","",0,0,0,""
"001i000000NuS9z","","","","","",0,0,0,""
"001i000000NuSA1","","","","","",0,0,0,""
"001i000000NuSA4","","","","","",0,0,0,""
"001i000000NuSA7","","","","","",0,0,0,""
"001i000000NuSAB","","","","","",0,0,0,""
"001i000000NuSAD","","","","","",0,0,0,""
"001i000000NuSAF","","","","","",0,0,0,""
"001i000000NuSAG","","","","","",0,0,0,""
"001i000000NuSAH","","","","","",0,0,0,""
"001i000000NuSAJ","","","","","",0,0,0,""
"001i000000NuSAL","","94530","","El Cerrito","",0,0,0,""
"001i000000NuSAO","","","","","",0,0,0,""
"001i000000NuSAP","","","","","",0,0,0,""
"001i000000NuSAQ","","","","","",0,0,0,""
"001i000000NuSAT","","","","","",0,0,0,""
"001i000000NuSAU","","","","","",0,0,0,""
"001i000000NuSAV","","","","","",0,0,0,""
"001i000000NuSoI","","19192","","Philadelphia","",0,5000,1,"2006-10-26 00:00:00"
"001i000000NuSoJ","","21201","","Baltimore","",0,10000,1,"2005-08-30 00:00:00"
"001i000000NuSoK","","94596","","Walnut Creek","",0,155200,8,"1998-12-31 00:00:00"
"001i000000NuSoL","","45231","","Cincinnati","",0,100,1,"2007-11-26 00:00:00"
"001i000000NuSoM","","94104","","San Francisco","",0,215400,9,"1995-11-14 00:00:00"
"001i000000NuSoN","","8543","","Princeton","",0,184,4,"2003-04-25 00:00:00"
"001i000000NuSoO","","94979","","San Anselmo","",0,250,1,"2007-12-31 00:00:00"
"001i000000NuSoP","","94025","","Menlo Park","",60000,2017516,38,"1987-07-04 00:00:00"
"001i000000NuSoQ","","20016","","Washington","",0,200,27,"2004-05-24 00:00:00"
"001i000000NuSoR","","21012","","Arnold","",0,18000,6,"2002-12-31 00:00:00"
"001i000000NuSoS","","94102","","San Francisco","",211400,2287650,40,"1995-11-02 00:00:00"
"001i000000NuSoT","","94111","","San Francisco","",0,3500,2,"2003-10-10 00:00:00"
"001i000000NuSoU","","92603","","Irvine","",0,98000,9,"1997-03-11 00:00:00"
"001i000000NuSoV","","94304","","Palo Alto","",500,152500,4,"2011-01-16 00:00:00"
"001i000000NuSoW","","94102","","San Francisco","",0,443.46,1,"2008-07-25 00:00:00"
"001i000000NuSoX","","94107","","San Francisco","",0,17912,9,"1988-07-04 00:00:00"
"001i000000NuSoY","","94612","","Oakland","",0,1000,1,"2004-06-15 00:00:00"
"001i000000NuSoZ","","94105","","San Francisco","",13750,50450,16,"1986-07-04 00:00:00"
"001i000000NuSoa","","94131","","San Francisco","",2050,4050,7,"2003-04-14 00:00:00"
"001i000000NuSob","","94129","","San Francisco","",0,15000,1,"2005-07-26 00:00:00"
"001i000000NuSoc","","94105","","San Francisco","",0,12500,4,"2002-01-07 00:00:00"
"001i000000NuSod","","94129","","San Francisco","",0,1700,4,"1985-07-04 00:00:00"
"001i000000NuSoe","","94965","","Sausalito","",0,525000,17,"1990-07-04 00:00:00"
"001i000000NuSof","","28255","","Charlotte","",0,43250,54,"1986-07-04 00:00:00"
"001i000000NuSog","","60601","","Chicago","",600,2200,5,"2008-01-15 00:00:00"
"001i000000NuSoh","","94111","","San Francisco","",0,2500,1,"2008-09-22 00:00:00"
"001i000000NuSoi","","94104","","San Francisco","",0,0,0,""
"001i000000NuSoj","","21297","","Baltimore","",0,5000,3,"2004-12-31 00:00:00"
"001i000000NuSok","","20506","","Washington","",0,253000,17,"1996-09-01 00:00:00"
"001i000000NuSol","","89450","","Incline Village","",0,75000,4,"2004-11-08 00:00:00"
"001i000000NuSom","","96813","","Honolulu","",0,1500,2,"2003-12-31 00:00:00"
"001i000000NuSon","","94129","","San Francisco","",0,20000,1,"2010-08-27 00:00:00"
"001i000000NuSoo","","6702","","Waterbury","",0,100,1,"2005-09-07 00:00:00"
"001i000000NuSop","","91030","","South Pasadena","",0,5500,2,"2007-11-30 00:00:00"
"001i000000NuSoq","","94111","","San Francisco","",40000,1249000,30,"1988-07-04 00:00:00"
"001i000000NuSor","","10005","","New York","",0,20500,4,"2003-12-31 00:00:00"
"001i000000NuSos","","94526","","Danville","",10000,160000,13,"2002-02-02 00:00:00"
"001i000000NuSot","","94126","","San Francisco","",0,12500,2,"2004-12-20 00:00:00"
"001i000000NuSou","","10022","","New York","",0,57000,11,"2001-12-19 00:00:00"
"001i000000NuSov","","94607","","Oakland","",0,5000,3,"2008-05-19 00:00:00"
"001i000000NuSow","","94104","","San Francisco","",3950,41600,50,"2002-01-09 00:00:00"
"001i000000NuSox","","94108","","San Francisco","",5000,22000,6,"2010-10-12 00:00:00"
"001i000000NuSoy","","2205","","Boston","",13100,544020,95,"2002-03-06 00:00:00"
"001i000000NuSoz","","94104","","San Francisco","",0,1750,3,"2001-12-21 00:00:00"
"001i000000NuSp0","","8543","","Princeton","",0,660,5,"2005-07-26 00:00:00"
"001i000000NuSp1","","94104","","San Francisco","",550,238040,52,"1987-07-04 00:00:00"
"001i000000NuSp2","","94108","","San Francisco","",0,91000,5,"2001-12-29 00:00:00"
"001i000000NuSp3","","94104","","San Francisco","",0,13500,4,"2004-10-20 00:00:00"
"001i000000NuSp4","","95604","","Auburn","",0,4000,2,"2005-04-15 00:00:00"
"001i000000NuSp5","","94124","","San Francisco","",0,1750,1,"2005-03-03 00:00:00"
"001i000000NuSp6","","95814","","Sacramento","",0,12500,4,"2000-12-31 00:00:00"
"001i000000NuSp7","","94710","","Berkeley","",5000,2e+05,9,"2008-04-29 00:00:00"
"001i000000NuSp8","","95404","","Santa Rosa","",0,60000,4,"2002-02-02 00:00:00"
"001i000000NuSp9","","94105","","San Francisco","",0,269000,12,"1987-07-04 00:00:00"
"001i000000NuSpA","","94111","","San Francisco","",0,35200,2,"2004-12-21 00:00:00"
"001i000000NuSpB","","2205","","Boston","",12000,97000,11,"2002-05-23 00:00:00"
"001i000000NuSpC","","94104","","San Francisco","",0,65000,22,"1987-07-04 00:00:00"
"001i000000NuSpD","","90067","","Los Angeles","",75000,2233000,38,"1988-07-04 00:00:00"
"001i000000NuSpE","","94402","","San Mateo","",0,250,1,"2007-09-06 00:00:00"
"001i000000NuSpF","","94040","","Mountain View","",0,1250,2,"2007-09-26 00:00:00"
"001i000000NuSpG","","8543","","Princeton","",0,10213,15,"1999-03-15 00:00:00"
"001i000000NuSpH","","98101","","Seattle","",0,100,1,"2008-04-02 00:00:00"
"001i000000NuSpI","","94128","","San Francisco","",0,1953.67,2,"2003-02-28 00:00:00"
"001i000000NuSpJ","","94104","","San Francisco","",0,36200.01,12,"2002-10-29 00:00:00"
"001i000000NuSpK","","94104","","San Francisco","",0,20000,4,"2005-12-31 00:00:00"
"001i000000NuSpL","","94607-4036","","Oakland","",0,23250,6,"2011-04-15 00:00:00"
"001i000000NuSpM","","94103","","San Francisco","",0,2500,1,"2008-06-17 00:00:00"
"001i000000NuSpN","","94607","","Oakland","",0,0,0,""
"001i000000NuSpO","","6828","","Fairfield","",0,50,1,"2006-09-11 00:00:00"
"001i000000NuSpP","","10017","","New York","",3379.73,15409.09,6,"2004-11-22 00:00:00"
"001i000000NuSpQ","","8543","","Princeton","",0,2830,7,"1997-02-21 00:00:00"
"001i000000NuSpR","","94705","","Berkeley","",0,2500,1,"2008-04-30 00:00:00"
"001i000000NuSpS","","10021","","New York","",0,12000,3,"2001-09-29 00:00:00"
"001i000000NuSpT","","94941","","Mill Valley","",0,2500,1,"2007-08-01 00:00:00"
"001i000000NuSpU","","75266","","Dallas","",0,200,1,"2005-07-26 00:00:00"
"001i000000NuSpV","","6926","","Stamford","",0,11097.5,14,"1989-07-04 00:00:00"
"001i000000NuSpW","","94063","","Redwood City","",0,1500,2,"2006-11-30 00:00:00"
"001i000000NuSpX","","94104","","San Francisco","",0,0,0,""
"001i000000NuSpY","","94105","","San Francisco","",0,1000,1,"2004-10-20 00:00:00"
"001i000000NuSpZ","","94965","","Sausalito","",0,25000,5,"2003-12-31 00:00:00"
"001i000000NuSpa","","94022","","Los Altos","",8000,38000,3,"2008-12-19 00:00:00"
"001i000000NuSpb","","94402","","San Mateo","",0,10000,1,"2008-07-28 00:00:00"
"001i000000NuSpc","","95134","","San Jose","",0,7500,1,"2005-07-26 00:00:00"
"001i000000NuSpd","","90210","","Beverly Hills","",0,1500,1,"2004-01-20 00:00:00"
"001i000000NuSpe","","8543","","Princeton","",0,200,2,"2009-01-06 00:00:00"
"001i000000NuSpf","","","","","",0,2500,1,"2007-10-24 00:00:00"
"001i000000NuSpg","","","","","",0,0,0,""
"001i000000NuSph","","2205","","Boston","",0,7500,1,"2005-01-21 00:00:00"
"001i000000NuSpi","","10005-3904","","New York","",96.03,272.37,6,"2012-06-04 00:00:00"
"001i000000NuSpj","","94105","","San Francisco","",0,0,0,""
"001i000000NuSpk","","","","","",60000,568000,7,"2007-07-09 00:00:00"
"001i000000NuSpl","","94111","","San Francisco","",0,0,0,""
"001i000000NuSpm","","2940","","Providence","",0,375,1,"2009-01-16 00:00:00"
"001i000000NuSpn","","94107","","San Francisco","",0,2250,1,"2007-11-08 00:00:00"
"001i000000NuSpo","","8543","","Princeton","",2250,11640,51,"2008-09-02 00:00:00"
"001i000000NuSpp","","94105","","San Francisco","",0,38000,6,"1988-07-04 00:00:00"
"001i000000NuSpq","","","","","",0,0,0,""
"001i000000NuSpr","","8543","","Princeton","",750,6150,9,"1995-06-30 00:00:00"
"001i000000NuSps","","20016","","Washington","",0,650,2,"2007-05-22 00:00:00"
"001i000000NuSpt","","94610","","Oakland","",5000,10025,3,"1988-07-04 00:00:00"
"001i000000NuSpu","","1810","","Andover","",0,110,1,"2011-01-20 00:00:00"
"001i000000NuSpv","","27709","","Research Triangle Park","",0,4383.5,27,"1985-07-04 00:00:00"
"001i000000NuSpw","","","","","",0,5157,1,"2010-10-01 00:00:00"
"001i000000NuSpx","","94104","","San Francisco","",0,10000,1,"2008-08-29 00:00:00"
"001i000000NuSpy","","","","","",0,0,0,""
"001i000000NuSpz","","91101","","Pasadena","",0,0,0,""
"001i000000NuSq0","","90071","","Los Angeles","",0,10000,2,"2008-07-16 00:00:00"
"001i000000NuSq1","","8543","","Princeton","",0,2000,1,"2008-05-06 00:00:00"
"001i000000NuSq2","","","","","",0,6500,2,"2010-06-28 00:00:00"
"001i000000NuSq3","","8543","","Princeton","",0,9250,4,"2006-03-31 00:00:00"
"001i000000NuSq4","","94105","","San Francisco","",0,1000,1,"2005-12-30 00:00:00"
"001i000000NuSq5","","","","","",0,0,0,""
"001i000000NuSq6","","","","","",600,2400,4,"2009-10-16 00:00:00"
"001i000000NuSq7","","94403","","San Mateo","",0,125,1,"2005-04-06 00:00:00"
"001i000000NuSq8","","08543-2195","","Princeton","",0,1000,1,"2012-04-12 00:00:00"
"001i000000NuSq9","","34995","","Stuart","",0,77000,10,"2001-06-30 00:00:00"
"001i000000NuSqA","","94612","","Oakland","",0,0,0,""
"001i000000NuSqB","","7626","","Cresskill","",0,6337,7,"1991-07-04 00:00:00"
"001i000000NuSqC","","45202","","Cincinnati","",0,800,3,"1994-05-03 00:00:00"
"001i000000NuSqD","","08543-7405","","Princeton","",3000,4000,3,"2012-02-17 00:00:00"
"001i000000NuSqE","","20566","","Washington","",0,0,0,""
"001i000000NuiUN","","","","","",0,0,0,""
"001i000000NvF4o","","11109","","Long Island City","",0,0,0,""
"001i000000P3RYp","","","","","",0,0,0,""
"001i000000P3Tm9","37064","37064","Franklin","Franklin","Vendor - Artistic",0,0,0,""
"001i000000P3pHu","","94303","","Palo Alto","",0,58,1,"2014-03-17 00:00:00"
"001i000000P3pLc","","95050","","Santa Clara","",0,0,0,""
"001i000000P3pO7","","94530","","El Cerrito","",0,0,0,""
"001i000000P3pVw","","94401","","San Mateo","",0,0,0,""
"001i000000P3pZy","","95125","","San Jose","",0,0,0,""
"001i000000P3q7j","","94925","","Corte Madera","",0,0,0,""
"001i000000P5j0H","","92025","","Escondido","Vendor - Artistic",0,0,0,""
"001i000000P5kd2","","94609","","Oakland","",0,0,0,""
"001i000000P5kdM","","95472","","Sebastopol","",0,0,0,""
"001i000000PzyQv","","94304","","Palo Alto","",0,0,0,""
"001i000000Q09XD","","","","","",0,0,0,""
"001i000000Q0sP1","","","","","",0,0,0,""
"001i000000Q1Y0G","","94705","","Berkeley","",0,0,0,""
"001i000000Q27to","","","","","",0,0,0,""
"001i000000Q3NtA","","94044","","Pacifica","",0,0,0,""
"001i000000Q3NtP","","94104","","San Francisco","",0,0,0,""
"001i000000Q3Ntx","","94518","","Concord","",0,0,0,""
"001i000000Q3OQS","","94706","","Albany","",0,0,0,""
"001i000000Q3ORB","","94024","","Los Altos","",0,0,0,""
"001i000000RLMLv","","74119","","Tulsa","",0,1300,2,"2013-10-15 00:00:00"
"001i000000RsjYO","","","","","",0,0,0,""
"001i000000SaaJK","","10017","","New York","Corporation",300,300,1,"2013-05-10 00:00:00"
"001i000000TqXLg","","94705","","Berkeley","",0,50,1,"2014-05-05 00:00:00"
"001i000000TqXpY","","94121","","San Francisco","",0,244,1,"2013-11-18 00:00:00"
"001i000000U0SeP","","94704","","Berkeley","",0,0,0,""
"001i000000U0qVp","","94028","","Portola Valley","Other",50,87,3,"2012-03-21 00:00:00"
"001i000000V1X0m","","91006","","Arcadia","",0,0,0,""
"001i000000V1aZC","","94104","","San Francisco","",0,0,0,""
"001i000000V23aW","","95113","","San Jose","",0,0,0,""
"001i000000V24lZ","","94956","","Point Reyes Station","",0,0,0,""
"001i000000V24u1","","94702","","Berkeley","",0,0,0,""
"001i000000V255R","","94703","","Berkeley","",0,0,0,""
"001i000000V25Uy","","94708-1605","","Berkeley","",0,0,0,""
"001i000000V25XL","","94705-2719","","Berkeley","",0,0,0,""
"001i000000V25YT","","94707-1631","","Berkeley","",0,0,0,""
"001i000000V3SPU","","","","","",0,0,0,""
"001i000000VjRtO","75006","75006","Carollton","Carollton","Corporation",16,40,18,"2013-02-26 00:00:00"
"001i000000WXwBS","","94306","","Palo Alto","",0,0,0,""
"001i000000Y0Lnj","","95616","","Davis","",0,75,1,"2013-12-30 00:00:00"
"001i000000Y0M1a","","94025","","Menlo Park","Other",0,50,1,"2013-12-30 00:00:00"
"001i000000Y1Uqi","","95118","","San Jose","Education Participant",0,0,0,""
"001i000000Y1cgu","94549","97080","Lafayette","Gresham","",0,1000,1,"2013-12-31 00:00:00"
"001i000000Y1ghi","","94991","","Mill Valley","",0,0,0,""
"001i000000Y2380","","94102","","San Francisco","",0,0,0,""
"001i000000Y23BY","","94109","","San Francisco","",0,0,0,""
"001i000000Y24TE","","94133","","San Francisco","",0,0,0,""
"001i000000Y28E4","","94103","","San Francisco","",0,0,0,""
"001i000000Y2CfR","","94805","","Richmond","",0,0,0,""
"001i000000Y2FAt","","94121","","San Francisco","",0,0,0,""
"001i000000Y2FJH","","94301","","Palo Alto","",0,0,0,""
"001i000000Y2FLr","","94108","","San Francisco","",0,0,0,""
"001i000000Y2H8I","","94133","","San Francisco","",0,0,0,""
"001i000000Y2HDp","","94558","","Napa","",0,0,0,""
"001i000000Y2IDf","","94117","","San Francisco","",0,0,0,""
"001i000000Y2IGF","","95409","","Santa Rosa","",0,0,0,""
"001i000000Y2IpK","","94303","","Palo Alto","",0,0,0,""
"001i000000ZR9qB","63130-4899","63130-4899","St. Louis","St. Louis","Vendor - Artistic",0,0,0,""
"001i000000ZR9qp","60030-1198","60030-1198","Grayslake","Grayslake","Vendor - Artistic",0,0,0,""
"001i000000ZqfHH","121-750","121-750","Mapo-Gu","Mapo-Gu","Vendor - Artistic",0,0,0,""
"001i000000ZqfIF","135-916","135-916","Gangnam-gu","Gangnam-gu","Vendor - Artistic",0,0,0,""
"001i000000ZqfMa","","34427","","Kabatas","",0,0,0,""
"001i000000ZqfNy","11217","11217","Brooklyn","Brooklyn","Vendor - Artistic",0,0,0,""
"001i000000Zt5pn","","95404","","Santa Rosa","",0,0,0,""
"001i000000Zt6xE","","94080","","South San Francisco","",0,0,0,""
"001i000000Zt6yh","","94618","","Oakland","",0,0,0,""
"001i000000Zt8ff","","94087","","Sunnyvale","",0,0,0,""
"001i000000Zt8rn","","94115","","San Francisco","",0,0,0,""
"001i000000Zt8tP","","94122-1014","","SAN FRANCISCO","",0,0,0,""
"001i000000Zt8ye","","94965","","Sausalito","",0,0,0,""
"001i000000Zt93F","","C.P. 03900","","Delegación Benito Juárez","Vendor - Artistic",0,0,0,""
"001i000000ZtAIV","","94305","","Stanford","",0,0,0,""
"001i000000ZtAKC","","94709-1478","","Berkeley","",0,0,0,""
"001i000000ZtAM8","","94040","","Mountain View","",0,0,0,""
"001i000000ZtAP2","","94043","","Mountain View","",0,0,0,""
"001i000000ZtARh","","94114","","San Francisco","",0,0,0,""
"001i000000ZtAVl","","94025","","Menlo Park","",0,0,0,""
"001i000000ZtAwp","","94117","","San Francisco","",0,0,0,""
"001i000000ZtAyR","","94103","","San Francisco","",0,0,0,""
"001i000000ZtAzP","","94025","","Menlo Park","",0,0,0,""
"001i000000ZtB0Y","","94109","","San Francisco","",0,0,0,""
"001i000000ZtB7j","","94158","","San Francisco","",0,0,0,""
"001i000000ZtB95","","94109","","San Francisco","",0,0,0,""
"001i000000ZtBS1","","94901","","san rafael","",0,0,0,""
"001i000000ZtDdL","","94610","","Oakland","",0,0,0,""
"001i000000ZtRoA","","94109","","SanFrancisco","",0,0,0,""
"001i000000ZtSFb","","94025","","Menlo Park","",0,0,0,""
"001i000000ZtSPN","","94117","","SF","",0,0,0,""
"001i000000ZtUX1","","94104","","San Francisco","",0,0,0,""
"001i000000ZuWr4","","94610","","Oakland","",0,0,0,""
"001i000000ZuXlS","","94123","","San Francisco","",0,0,0,""
"001i000000ZuYCg","","94539","","Fremont","",0,0,0,""
"001i000000ZuYcp","","94118","","San Francisco","",0,0,0,""
"001i000000Zuufu","","94107","","San Francisco","",0,8,1,"2014-01-16 00:00:00"
"001i000000ZuuuH","","94611","","Piedmont","",0,0,0,""
"001i000000Zuuvf","","45244-2865","","Cincinnati","",0,0,0,""
"001i000000Zuv36","","94115","","San Francisco","",0,0,0,""
"001i000000ZvPfU","","94610","","Oakland","",0,0,0,""
"001i000000ZvPfx","","94709","","Berkeley","",0,0,0,""
"001i000000ZvPmj","","94109","","San Francisco","",0,75,1,"2014-06-14 00:00:00"
"001i000000ZvTy4","","94708","","Berkeley","",0,0,0,""
"001i000000ZvVSt","","94107","","SAN FRANCISCO","",0,0,0,""
"001i000000ZvVes","","94111","","San Francisco","",0,0,0,""
"001i000000ZvVnF","","94118","","San Francisco","",0,0,0,""
"001i000000ZvVnp","","94114","","San Francisco","",0,0,0,""
"001i000000ZvVod","","94133","","San Francisco","",0,0,0,""
"001i000000aSAZY","","94611","","Oakland","",0,0,0,""
"001i000000aSAb5","","94103","","San Francisco","",0,0,0,""
"001i000000aSAc7","","94115","","San Francisco","",0,0,0,""
"001i000000aSBdm","","94025","","Menlo Park","",0,0,0,""
"001i000000aSC6F","","94109","","San Francisco","",0,0,0,""
"001i000000aSCAl","","94115","","San Francisco","",0,0,0,""
"001i000000aSCJt","","94131","","San Francisco","",0,0,0,""
"001i000000aSCUs","","94111","","San Francisco","",0,0,0,""
"001i000000aSCdB","","94110","","San Francisco","",0,0,0,""
"001i000000aSCda","","94705","","Berkeley","",0,0,0,""
"001i000000aSCfi","","94114","","San Francisco","",0,0,0,""
"001i000000aSCoM","","94609","","San Francisco","",0,0,0,""
"001i000000aSCzV","","08003","","Cherry Hill","",0,0,0,""
"001i000000aSD0E","","94114","","San Francisco","",0,0,0,""
"001i000000aSQuD","","94108","","san francisco","",0,0,0,""
"001i000000aTGcw","","94104","","SAN FRANCISCO","",0,0,0,""
"001i000000aTRtZ","","94707","","Berkeley","",0,15,1,"2014-01-22 00:00:00"
"001i000000aTRxJ","","91106","","Pasadena","",0,0,0,""
"001i000000aTTBv","","94611","","oakland","",0,0,0,""
"001i000000aTTD3","","94109","","San Francisco","",0,0,0,""
"001i000000aTTEn","","94122","","San Francisco","",0,0,0,""
"001i000000aTTHO","","91764","","Ontario","",0,0,0,""
"001i000000aTTZe","","94115","","San Francisco","",0,0,0,""
"001i000000aTTlu","","94122","","San Francisco","",0,0,0,""
"001i000000aU9Sz","","20036","","Washington","Foundation",0,0,0,""
"001i000000aUDjp","","94123","","San Francisco","",0,0,0,""
"001i000000aUDoP","","94158","","San Francisco","",0,0,0,""
"001i000000aUDpI","","94127","","San Francisco","",0,10,1,"2014-01-10 00:00:00"
"001i000000aUDvH","","","","","Education Participant",0,0,0,""
"001i000000aUDvq","","","","","Education Participant",0,0,0,""
"001i000000aUDw5","","","","","",0,0,0,""
"001i000000aUDwJ","","","","","Education Participant",0,0,0,""
"001i000000aUDwn","","","","","Education Participant",0,0,0,""
"001i000000aUDwt","","","","","Education Participant",0,0,0,""
"001i000000aUDwx","","","","","Education Participant",0,0,0,""
"001i000000aUDxH","","","","","Education Participant",0,0,0,""
"001i000000aUDxW","","","","","Education Participant",0,0,0,""
"001i000000aUDxb","","","","","Education Participant",0,0,0,""
"001i000000aUDxg","","","","","Education Participant",0,0,0,""
"001i000000aUDy5","","","","","Education Participant",0,0,0,""
"001i000000aUDyF","","","","","Education Participant",0,0,0,""
"001i000000aUDyK","","","","","Education Participant",0,0,0,""
"001i000000aUDyU","","","","","",0,0,0,""
"001i000000aUDyj","","","","","Education Participant",0,0,0,""
"001i000000bUJLF","","94115","","SAN FRANCISCO","",0,0,0,""
"001i000000bUJYF","","94610","","Oakland","",0,0,0,""
"001i000000bUJa6","","94122","","San Francisco","",0,0,0,""
"001i000000bUJeI","","94117","","San Francisco","",0,0,0,""
"001i000000bUJpC","","94122","","San Francisco","",0,0,0,""
"001i000000bUJpv","","94109","","San Francisco","",0,0,0,""
"001i000000bUK8H","","94114","","San Francisco","",0,0,0,""
"001i000000bUKA9","","94114","","San Francisco","",0,0,0,""
"001i000000bUKYA","","94122","","San Francisco","",0,0,0,""
"001i000000bULF0","","94115","","San Francisco","",0,0,0,""
"001i000000bV0sK","","94118","","San Francisco","",0,0,0,""
"001i000000bV0tc","","94109","","San Francisco","",0,0,0,""
"001i000000bV0yI","","94606","","Oakland","",0,0,0,""
"001i000000bV0yw","","94702","","Berkeley","",0,0,0,""
"001i000000bV10n","","94114","","san francisco","",0,0,0,""
"001i000000bV159","","94552","","Castro Valley","",0,0,0,""
"001i000000bV1AA","","94117","","San Francisco","",0,0,0,""
"001i000000bV1AJ","","94110","","San Francisco","",0,0,0,""
"001i000000bV1CK","","94109","","San Francisco","",0,0,0,""
"001i000000bV1Cy","","94611","","Oakland","",0,0,0,""
"001i000000bV1Ea","","94158","","San Francisco","",0,0,0,""
"001i000000bV1FA","","91108","","San Marino","",0,0,0,""
"001i000000bV1Ra","","94610","","Oakland","",0,0,0,""
"001i000000bV1Tv","","94103","","San Francisco","",0,0,0,""
"001i000000bV1VX","","94102","","San Francisco","",0,0,0,""
"001i000000bV1Zo","","94114","","San Francisco","",0,0,0,""
"001i000000bV3KZ","","94131","","San Francisco","",0,0,0,""
"001i000000bZlak","","94110","","San Francisco","",0,0,0,""
"001i000000bZldE","","94703","","Berkeley","",0,0,0,""
"001i000000bZlds","","94709","","Berkeley","",0,0,0,""
"001i000000c1oJG","","94903","","San Rafael","",0,0,0,""
"001i000000c1oMo","","94131","","San Francisco","",0,0,0,""
"001i000000c1oSf","","94122","","San Francisco","",0,0,0,""
"001i000000c1ohC","","94110","","San Francisco","",0,0,0,""
"001i000000c1oin","","94114","","San Francisco","",0,0,0,""
"001i000000c1okK","","94901","","san rafael","",0,0,0,""
"001i000000c1okp","","94123","","San Francisco","",0,0,0,""
"001i000000c1olX","","94110","","San Francisco","",0,0,0,""
"001i000000c1on4","","94109","","San Francisco","",0,0,0,""
"001i000000c1ot7","","94134","","San Francisco","",0,0,0,""
"001i000000c1ouP","","94102","","San Francisco","",0,0,0,""
"001i000000c1owG","","94123","","San Francisco","",0,0,0,""
"001i000000c1oxT","","94705","","Berkeley","",0,0,0,""
"001i000000c1ozA","","94102","","San Francisco","",0,0,0,""
"001i000000c1p11","","94103","","San Francisco","",0,0,0,""
"001i000000c1p4e","","94116","","San Francisco","",0,0,0,""
"001i000000c1p6L","","94110-6122","","San Francisco","",0,0,0,""
"001i000000c1r1e","","94530","","El Cerrito","",0,0,0,""
"001i000000c28Le","","94703","","Berkeley","",0,0,0,""
"001i000000c28iB","","95060","","Santa Cruz","",0,0,0,""
"001i000000c28k2","","94123","","San Francisco","",0,0,0,""
"001i000000c28lF","","94117","","San Francisco","",0,0,0,""
"001i000000c28o0","","94025","","Menlo Park","",0,2,1,"2014-02-02 00:00:00"
"001i000000c296j","","95056","","Santa Clara","",0,0,0,""
"001i000000c29Oo","","94107","","San Francisco","",0,0,0,""
"001i000000c29zf","","94118","","San Francisco","",0,0,0,""
"001i000000c2KTV","","94941","","Mill Valley","",0,0,0,""
"001i000000c2KnQ","","94118","","San Francisco","",0,0,0,""
"001i000000c2Kz2","","94110","","San Francisco","",0,4,1,"2014-02-03 00:00:00"
"001i000000cBfXt","","94134","","San Francisco","",0,0,0,""
"001i000000cBfXy","","94158","","San Francisco","",0,0,0,""
"001i000000cBfci","","94115","","San Francisco","",0,0,0,""
"001i000000cBfd7","","94110","","San Francisco","",0,0,0,""
"001i000000cBfej","","94618","","OAKLAND","",0,0,0,""
"001i000000cBfm9","","94109","","San Francisco","",0,0,0,""
"001i000000cBfoF","","94110","","San Francisco","",0,0,0,""
"001i000000cBfot","","94110","","San Francisco","",0,0,0,""
"001i000000cBfqL","","95071","","Saratoga","",0,10,1,"2014-02-04 00:00:00"
"001i000000cBheR","","94002","","Belmont","",0,0,0,""
"001i000000cC4nJ","","94530","","El Cerrito","",0,0,0,""
"001i000000cCGys","","94080","","South San Francisco","",0,10,1,"2014-02-06 00:00:00"
"001i000000cCHx7","","","","","",0,0,0,""
"001i000000cCIBy","","","","","",0,0,0,""
"001i000000cCIEi","","","","","",0,0,0,""
"001i000000cCK19","","","","","",0,0,0,""
"001i000000cEB1F","","94804","","Richmond","",0,0,0,""
"001i000000cESU8","","","","","",0,0,0,""
"001i000000cEtsj","","94920","","Tiburon","Corporation",0,1600,1,"2014-02-10 00:00:00"
"001i000000cEtvO","","94920","","Tiburon","Other",0,0,0,""
"001i000000cEu1p","","94507","","Alamo","",0,100,1,"2014-02-10 00:00:00"
"001i000000dTcmw","","","","","",0,0,0,""
"001i000000dW7qk","","94706","","Albany","",0,0,0,""
"001i000000dW7r8","","94110","","San Francisco","",0,0,0,""
"001i000000dW7rS","","94115","","San Francisco","",0,0,0,""
"001i000000dW7rh","","94530","","El Cerrito","",0,10,1,"2014-02-08 00:00:00"
"001i000000dW7to","","94706","","Albany","",0,0,0,""
"001i000000dW7uC","","94709","","Berkeley","",0,0,0,""
"001i000000dW7ys","","94530","","El Cerrito","",0,0,0,""
"001i000000dW800","","94610","","Oakland","",0,0,0,""
"001i000000dW825","","94606","","Oakland","",0,0,0,""
"001i000000dW82e","","94708","","Kensingtont","",0,0,0,""
"001i000000dW848","","94707","","Berkeley","",0,0,0,""
